timestamp,RMS,Peak,Crest,ZCR_Hz,dB,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
2026-09-01T21:36:58.751354,413841.13,8372289.0,20.23,125.0,112.34,802.547,-51.914,-9.462,-8.283,-3.714,-3.244,-2.007,-2.016,-1.563,-1.539,-1.105,-1.069,-0.909
2026-09-01T21:36:58.952693,11.35,256.0,22.55,125.0,21.1,294.026,-51.282,-8.906,-7.803,-3.304,-2.891,-1.701,-1.75,-1.323,-1.313,-0.907,-0.895,-0.721
2026-09-01T21:36:59.152605,1445.58,32640.0,22.58,125.0,63.2,461.145,-50.205,-7.966,-6.997,-2.614,-2.294,-1.184,-1.302,-0.925,-0.973,-0.646,-0.7,-0.613
2026-09-01T21:36:59.352541,20.42,384.0,18.81,125.0,26.2,299.691,-51.477,-9.083,-7.964,-3.452,-3.035,-1.847,-1.891,-1.446,-1.407,-0.981,-0.963,-0.791
2026-09-01T21:36:59.553142,1.34,22.0,16.39,93.7,2.56,106.359,-32.376,2.883,-0.206,1.992,1.139,1.604,1.059,0.993,0.323,-0.151,-0.961,-1.495
2026-09-01T21:36:59.752437,0.9,1.0,1.11,125.0,0.0,57.473,-11.081,1.79,0.491,2.084,1.806,2.135,1.644,1.437,1.028,0.944,0.456,-0.161
2026-09-01T21:36:59.952568,375302.41,8388608.0,22.35,125.0,111.49,757.362,-51.368,-8.972,-7.854,-3.34,-2.923,-1.735,-1.774,-1.32,-1.27,-0.839,-0.831,-0.687
2026-09-01T21:37:00.152563,189078.58,4194305.0,22.18,125.0,105.53,772.307,-51.318,-8.824,-7.634,-3.141,-2.757,-1.622,-1.741,-1.35,-1.256,-0.695,-0.479,0.073
2026-09-01T21:37:00.353169,370727.59,8388608.0,22.63,93.7,111.38,733.25,-50.323,-8.067,-7.083,-2.687,-2.359,-1.239,-1.344,-0.965,-0.997,-0.63,-0.659,-0.533
2026-09-01T21:37:00.552647,5662.47,128127.0,22.63,125.0,75.06,605.41,-52.169,-9.692,-8.488,-3.896,-3.401,-2.138,-2.122,-1.637,-1.578,-1.131,-1.091,-0.905
2026-09-01T21:37:00.752494,330179.28,7471104.0,22.63,125.0,110.37,839.098,-51.74,-9.304,-8.142,-3.589,-3.129,-1.897,-1.907,-1.446,-1.409,-0.982,-0.958,-0.788
2026-09-01T21:37:01.151052,370727.59,8388608.0,22.63,125.0,111.38,804.19,-52.389,-9.893,-8.669,-4.059,-3.548,-2.27,-2.241,-1.744,-1.674,-1.217,-1.168,-0.973
2026-09-01T21:37:01.352559,89.98,2036.0,22.63,125.0,39.08,413.279,-51.703,-9.273,-8.117,-3.57,-3.115,-1.888,-1.902,-1.446,-1.412,-0.988,-0.966,-0.794
2026-09-01T21:37:01.552602,60826.81,1376256.0,22.63,125.0,95.68,704.102,-52.449,-9.948,-8.72,-4.105,-3.59,-2.31,-2.276,-1.776,-1.702,-1.241,-1.189,-0.993
2026-09-01T21:37:01.750901,94.76,2144.0,22.63,93.7,39.53,416.481,-51.639,-9.216,-8.067,-3.525,-3.075,-1.852,-1.871,-1.418,-1.387,-0.965,-0.946,-0.777
2026-09-01T21:37:01.952254,0.91,1.0,1.1,125.0,0.0,56.163,-11.05,2.011,0.716,2.223,1.814,2.162,1.82,1.761,1.191,0.817,0.224,-0.239
2026-09-01T21:37:02.152615,275804.16,6238217.0,22.62,93.7,108.81,825.819,-51.331,-8.94,-7.824,-3.312,-2.887,-1.685,-1.722,-1.285,-1.269,-0.86,-0.853,-0.696
2026-09-01T21:37:02.350682,186087.97,4210688.0,22.63,125.0,105.39,779.05,-52.269,-9.783,-8.57,-3.97,-3.467,-2.198,-2.175,-1.685,-1.621,-1.17,-1.125,-0.935
2026-09-01T21:37:02.552263,1.1,14.0,12.74,93.7,0.82,159.005,-45.283,-3.809,-3.51,0.331,0.207,0.955,0.581,0.769,0.574,0.778,0.584,0.505
2026-09-01T21:37:02.752363,23306.24,527360.0,22.63,125.0,87.35,656.104,-50.663,-8.358,-7.326,-2.888,-2.527,-1.379,-1.461,-1.062,-1.078,-0.697,-0.714,-0.579
2026-09-01T21:37:02.952616,185363.97,4194304.0,22.63,125.0,105.36,679.498,-51.865,-9.417,-8.242,-3.677,-3.206,-1.964,-1.965,-1.496,-1.451,-1.018,-0.99,-0.814
2026-09-01T21:37:03.152181,370773.34,8388607.0,22.62,125.0,111.38,747.749,-50.206,-7.968,-7.001,-2.62,-2.306,-1.199,-1.313,-0.937,-0.968,-0.602,-0.635,-0.516
2026-09-01T21:37:03.352541,378367.66,8257536.0,21.82,125.0,111.56,779.949,-51.573,-9.154,-8.009,-3.467,-3.014,-1.79,-1.809,-1.357,-1.345,-0.941,-0.921,-0.758
2026-09-01T21:37:03.552643,185464.08,4194305.0,22.62,125.0,105.37,803.005,-51.911,-9.458,-8.278,-3.709,-3.235,-1.991,-1.99,-1.519,-1.473,-1.038,-1.008,-0.832
2026-09-01T21:37:03.750870,459920.84,7864321.0,17.1,125.0,113.25,846.831,-53.101,-10.162,-8.569,-3.936,-3.537,-2.338,-2.322,-1.799,-1.503,-0.856,-0.581,-0.322
2026-09-01T21:37:03.952477,375236.97,8388608.0,22.36,125.0,111.49,828.108,-52.077,-9.608,-8.411,-3.827,-3.34,-2.087,-2.076,-1.592,-1.531,-1.089,-1.06,-0.882
2026-09-01T21:37:04.151006,79228.82,1785344.0,22.53,125.0,97.98,761.387,-51.401,-9.001,-7.879,-3.362,-2.94,-1.735,-1.771,-1.335,-1.328,-0.892,-0.847,-0.673
2026-09-01T21:37:04.352316,185365.22,4194304.0,22.63,125.0,105.36,690.786,-50.488,-8.207,-7.198,-2.781,-2.436,-1.302,-1.396,-1.006,-1.028,-0.659,-0.689,-0.562
2026-09-01T21:37:04.552280,16955.96,360448.0,21.26,125.0,84.59,587.145,-53.026,-10.075,-8.372,-3.496,-2.971,-1.801,-1.645,-0.957,-0.871,-0.601,-0.639,-0.971
2026-09-01T21:37:04.752462,16314.97,262144.0,16.07,125.0,84.25,666.314,-51.579,-9.146,-7.981,-3.436,-2.981,-1.768,-1.795,-1.339,-1.292,-0.897,-0.91,-0.756
2026-09-01T21:37:04.952466,23170.52,524289.0,22.63,125.0,87.3,651.02,-52.479,-9.976,-8.744,-4.127,-3.609,-2.326,-2.291,-1.789,-1.715,-1.255,-1.201,-1.003
2026-09-01T21:37:05.151670,8688.93,196608.0,22.63,93.7,78.78,645.249,-51.882,-9.432,-8.255,-3.689,-3.217,-1.974,-1.975,-1.506,-1.462,-1.029,-1.0,-0.824
2026-09-01T21:37:05.351168,81452.27,1835008.0,22.53,125.0,98.22,684.403,-52.612,-10.002,-8.68,-3.999,-3.491,-2.231,-2.167,-1.585,-1.503,-1.074,-1.123,-0.986
2026-09-01T21:37:05.552210,1810.56,40965.0,22.63,93.7,65.16,456.791,-50.339,-8.082,-7.096,-2.699,-2.373,-1.256,-1.362,-0.977,-1.001,-0.628,-0.656,-0.531
2026-09-01T21:37:05.752408,301216.19,6815744.0,22.63,125.0,109.58,766.525,-52.628,-10.113,-8.87,-4.241,-3.713,-2.421,-2.377,-1.867,-1.786,-1.319,-1.259,-1.056
2026-09-01T21:37:05.952258,178123.03,4030464.0,22.63,93.7,105.01,804.114,-51.837,-9.391,-8.219,-3.657,-3.188,-1.949,-1.953,-1.487,-1.445,-1.013,-0.986,-0.812
2026-09-01T21:37:06.152215,11585.33,262144.0,22.63,125.0,81.28,610.349,-52.6,-9.978,-8.792,-4.152,-3.64,-2.35,-2.315,-1.81,-1.734,-1.271,-1.216,-1.016
2026-09-01T21:37:06.352365,11585.28,262145.0,22.63,125.0,81.28,535.193,-51.813,-9.37,-8.201,-3.641,-3.175,-1.937,-1.943,-1.478,-1.437,-1.006,-0.98,-0.807
2026-09-01T21:37:06.552127,0.91,4.0,4.38,125.0,0.0,87.325,-29.037,4.135,0.37,2.53,1.791,2.296,1.704,1.645,1.237,1.19,0.644,0.139
2026-09-01T21:37:06.752321,28.3,640.0,22.62,125.0,29.04,226.866,-50.558,-8.299,-7.317,-2.928,-2.613,-1.507,-1.62,-1.24,-1.26,-0.874,-0.886,-0.757
2026-09-01T21:37:06.952374,371137.5,8388608.0,22.6,125.0,111.39,825.845,-51.016,-8.661,-7.578,-3.098,-2.7,-1.523,-1.58,-1.158,-1.15,-0.766,-0.789,-0.651
